수행부서명,프로젝트명,시작일,종료일,포트폴리오,수주계약금액,수주부서명,고객명
환경DX플랫폼팀,동아출판 AI디지털교과서 플랫폼 구축,2023.12.01,2024.11.30,SI,"4,350,000,000",유통영업팀,동아출판(주)
환경DX플랫폼팀,KT 2022년도 홈매니저 헬스 서비스운영 유지관리,2022.04.01,2023.03.31,SI,"75,000,000",환경DX플랫폼팀,주식회사 케이티
환경DX플랫폼팀,KT 2022년 홈캠 운영 유지보수,2022.04.01,2023.03.31,SI,"102,500,000",환경DX플랫폼팀,주식회사 케이티
환경DX플랫폼팀,AI아파트주택 수행계약 관리 시스템 개발,2022.12.26,2023.08.31,SI,"199,000,000",환경DX플랫폼팀,주식회사 케이티
환경DX플랫폼팀,KT 기가지니앱 내 홈IoT탭 개발 고도화,2022.12.20,2023.05.30,SI,"235,000,000",환경DX플랫폼팀,주식회사 케이티
환경DX플랫폼팀,22년 환경DX플랫폼 고도화 개발사업,2022.01.25,2023.07.31,SI,"740,000,000",환경DX플랫폼팀,주식회사 케이티
환경DX플랫폼팀,KT GiGAGenieIoT Matter POC 클라이언트 개발,2023.08.02,2024.01.31,SI,"71,500,000",환경DX플랫폼팀,주식회사 케이티
AI고객서비스팀,A'Cen Cloud OB캠페인 시스템 구축,2023.09.11,2024.03.29,SI,"743,990,000",AI고객서비스팀,주식회사 케이티
AI고객서비스팀,100번 AI고객센터 보이스봇2.0 2-1단계 구축,2023.10.18,2024.03.26,SI,"370,000,000",AI고객서비스팀,주식회사 케이티
AI고객서비스팀,A'Cen Cloud 운영 유지보수,2023.01.02,2023.12.31,ITO,"1,530,000,000",AI고객서비스팀,주식회사 케이티
AI고객서비스팀,100번 AI고객센터 보이스봇2.0 신규구축,2023.01.09,2023.08.08,SI,"800,000,000",AI고객서비스팀,주식회사 케이티
AI구독서비스팀,2023년 AICC 서비스 운영(SO),2023.02.01,2024.01.31,ITO,"1,458,248,250",AI구독서비스팀,주식회사 케이티
AI구독서비스팀,2022년 AICC  서비스 운영( SO),2022.02.01,2023.01.31,SI,"380,882,600",AI구독서비스팀,주식회사 케이티
AI구독서비스팀,KT AICC 서비스형 시스템 고도화 개발,2023.01.02,2023.09.29,SI,"1,050,000,000",AI구독서비스팀,주식회사 케이티
AI데이터수행팀,23년도 사내 AI포탈 인프라 운영 비용,2023.01.01,2023.12.31,SI,,AI데이터수행팀,주식회사 케이티
AI데이터수행팀,23년도 AI서비스플랫폼 시스템 운영 비용?,2023.01.01,2023.12.31,SI,,AI데이터수행팀,주식회사 케이티
AI데이터수행팀,통신대안평가준비법인 통신정보를 활용한 신용평가시스템 구축,2023.05.04,2024.01.16,SI,"3,165,754,909",금융영업2팀,통신대안평가준비법인
AI데이터수행팀,kt alpha 쇼핑 DW솔루션 및 하드웨어 교체 개발용역,2023.08.16,2024.01.31,SI,"853,000,000",그룹영업팀,주식회사 케이티알파
AI데이터수행팀,IBK기업은행 AI Hub 플랫폼 도입 사업,2023.08.18,2024.03.16,IT 자산공급,"169,500,000",공공영업팀,너우리시스템 주식회사
AI데이터수행팀,서울시 빅데이터 서비스 플랫폼 3단계 구축,2023.11.30,2024.09.05,IT 자산공급,"272,727,273",전략영업팀,씨엠티정보통신(주)
AI데이터수행팀,신한은행 SACP 2.0 고도화 사업 (유지보수),2022.11.01,2023.10.31,ITO,"140,107,632",금융영업2팀,(주)신한은행
AI데이터수행팀,신한은행 AI 코어플랫폼(SACP) 고도화 유지보수_2년차,2022.03.01,2023.02.28,ITO,"47,649,996",금융영업2팀,(주)신한은행
AI데이터수행팀,신한은행 칵테일 클라우드 라이선스 추가 납품 유지보수_3년차,2022.03.01,2023.02.28,ITO,"16,816,800",금융영업2팀,(주)신한은행
AI데이터수행팀,신한은행 AI 음성 Agent 서비스 추진 칵테일 솔루션 물품공급 계약,2022.06.13,2023.03.12,IT 자산공급,"378,245,455",금융영업2팀,(주)신한은행
AI데이터수행팀,서울시 인공지능 기반 빅데이터 서비스 플랫폼 (2단계),2022.08.22,2023.02.07,IT 자산공급,"638,800,000",전략영업팀,주식회사 케이티
AI데이터수행팀,신한은행 AI 기반 상담사 쏠리 솔루션 2차 유지보수 계약,2022.09.01,2023.08.31,ITO,"26,781,600",금융영업2팀,(주)브리지텍
AI데이터수행팀,[국책] 게이츠재단 감염병 대응 연구분석 시스템 고도화_2차,2022.11.07,2023.01.27,SI,"36,700,000",유통영업팀,주식회사 케이티
AI데이터수행팀,신한은행 신한 AI플랫폼(SACP) MultiCloud 구축,2022.12.01,2023.04.30,SI,"425,355,000",금융영업2팀,(주)신한은행
AI데이터수행팀,신한은행 AI Studio 구축 개발용역 공급계약,2022.12.01,2023.04.14,SI,"401,818,182",금융영업2팀,(주)신한은행
AI데이터수행팀,CJ대한통운 택배 차세대 정보분석 구축,2022.10.18,2023.10.16,SI,"1,317,000,000",전략영업팀,씨제이올리브네트웍스(주)
AI데이터수행팀,[국책] 게이츠재단 감염병 대응 연구분석 시스템 고도화 2차,2022.12.20,2023.01.19,IT 자산공급,"118,200,000",유통영업팀,주식회사 케이티
AI데이터수행팀,삼성서울병원 CDL시스템 23년 유지보수,2023.03.16,2023.12.31,ITO,"270,000,000",전략영업팀,삼성서울병원
AI데이터수행팀,삼성전자 AI기반의 보안관제솔루션 구축 사업,2023.06.15,2023.07.05,IT 자산공급,"900,924,000",공공영업팀,교보정보통신(주)
AI데이터수행팀,현대해상 분석계 시스템 재구축,2023.06.26,2023.11.26,SI,"1,998,000,000",금융영업1팀,현대해상화재보험(주)
AI데이터수행팀,삼성서울병원 K-Cure 데이터관리체계 및 간암 암 임상 라이브러리 구축,2023.07.01,2023.12.31,SI,"163,600,000",전략영업팀,삼성서울병원
AI데이터수행팀,삼성서울병원 데이터중심병원 데이터탐색 가공분석시스템 구축,2023.07.01,2023.12.31,SI,"453,000,000",전략영업팀,삼성서울병원
AI데이터수행팀,kt 차세대 빅데이터 Cloud 전환 추진_사전 분석(PO),2023.08.01,2023.11.30,SI,"184,000,000",AI데이터수행팀,(주)케이티넥스알
AI데이터수행팀,신한은행 AI 자산화 플랫폼 구축,2023.08.14,2023.12.29,SI,"351,818,182",금융영업2팀,(주)신한은행
AI데이터수행팀,kt alpha 쇼핑 DB 업그레이드용 인프라 도입 (ETL),2023.07.17,2023.12.29,IT 자산공급,"121,275,000",그룹영업팀,주식회사 케이티알파
AI데이터수행팀,이민정책연구원 데이터 시각화 시스템 구축 사업,2023.09.01,2023.11.30,IT 자산공급,"88,000,000",AI데이터수행팀,(주)콘텐츠브릿지
AI데이터수행팀,세방전지 AI기반의 보안관제체계 구축 사업,2023.10.23,2023.11.10,IT 자산공급,"946,623,000",공공영업팀,교보정보통신(주)
AI서비스개발팀,재난안전통신망 A사업_KTH,2023.01.01,2025.12.31,SI,"52,263,757",AI서비스개발팀,주식회사 케이티
AI서비스개발팀,모바일 AI통화비서 AI시스템 및 무선연동 GW 개발,2022.12.29,2024.03.31,SI,"490,400,000",AI서비스개발팀,주식회사 케이티
AI서비스개발팀, '2023년 TV Curation 추천엔진 및 서비스 유지보수,2023.04.01,2024.03.31,SI,"98,000,000",AI서비스개발팀,주식회사 케이티
AI서비스개발팀,23년 MBS 고도화 2차,2023.08.01,2024.03.30,SI,"520,000,000",AI서비스개발팀,주식회사 케이티
AI서비스개발팀,초거대 AI 믿음 기반 큐레이션 엔진 개발,2023.08.07,2024.03.31,SI,"233,000,000",AI서비스개발팀,주식회사 케이티
AI서비스개발팀,2023년 AICC BDO 2-2 보이스봇 채널관리 자동화 및 착신구현,2023.11.20,2024.02.29,SI,"482,700,000",AI서비스개발팀,주식회사 케이티
AI서비스개발팀,AI 기반 자막 자동 생성 플랫폼 구축,2023.12.18,2024.06.28,SI,"415,000,000",AI서비스개발팀,주식회사 케이티
AI서비스개발팀,AIBOT 3.0 고도화 2차 개발,2023.12.29,2024.02.29,SI,"365,000,000",AI서비스개발팀,주식회사 케이티
AI서비스개발팀,kt B2X 대화 플랫폼 및 대화 서비스 운용 유지보수,2022.05.01,2023.04.30,SI,"518,000,000",AI서비스개발팀,주식회사 케이티
AI서비스개발팀,kt 2022년 기가지니 대화형 서비스 큐레이션 고도화,2022.09.19,2023.08.31,SI,"114,150,000",AI서비스개발팀,주식회사 케이티
AI서비스개발팀,2022년 DST 학습데이터 구축 및 TCR 측정,2022.07.11,2023.04.30,SI,"49,350,000",AI서비스개발팀,주식회사 케이티
AI서비스개발팀,2022년 기가지니 인사이드 대화형 큐레이션 시스템 및 서비스 고도화,2022.09.30,2023.05.12,SI,"64,170,000",AI서비스개발팀,주식회사 케이티
AI서비스개발팀,2022년 AI전문가 상담 시스템 개발,2022.11.28,2023.06.30,SI,"145,300,000",AI서비스개발팀,주식회사 케이티
AI서비스개발팀,2022년 IPTV 서비스 메타데이터 통합 관리 및 운영,2022.03.21,2023.03.31,SI,"139,750,000",AI서비스개발팀,주식회사 케이티
AI서비스개발팀,대교 눈높이 iBT 고도화 1차 프로젝트 (기초학력평가 개발),2022.11.11,2023.02.28,SI,"144,000,000",AI서비스개발팀,(주)대교
AI서비스개발팀,2022년 멀티턴 일상대화 시스템 고도화,2023.01.02,2023.10.31,SI,"130,700,000",AI서비스개발팀,주식회사 케이티
AI서비스개발팀,AI통화비서 API/웹서버 운영 유지보수,2023.01.01,2023.12.31,ITO,"590,000,000",AI서비스개발팀,주식회사 케이티
AI서비스개발팀,2023년 MBS(시청정보분석플랫폼) 고도화,2023.03.21,2023.09.30,SI,"372,000,000",AI서비스개발팀,주식회사 케이티
AI서비스개발팀,KT 2023년 AI기반 미디어 콘텐츠 데이터 구축 및 운영,2023.04.06,2023.12.31,ITO,"494,000,000",AI서비스개발팀,주식회사 케이티
AI서비스개발팀,KT 2023년 MBS(시청정보분석플랫폼) 유지보수,2023.04.25,2023.12.31,ITO,"328,000,000",AI서비스개발팀,주식회사 케이티
AI서비스개발팀,초거대AI 사업화을 위한 믿음 Chat Instance 개발,2023.09.12,2023.12.12,SI,"48,000,000",AI서비스개발팀,주식회사 케이티
AI플랫폼사업팀,Connect Hub(C-Hub) 솔루션 패키지 개발,2023.01.01,2023.11.17,SI,,AI플랫폼사업팀,주식회사 케이티
AI플랫폼사업팀,신한금융그룹 공통 AI컨텍센터 플랫폼 구축 물품 및 개발 용역 계약,2023.03.28,2024.09.20,SI,"6,776,002,500",금융영업2팀,주식회사 케이티
AI플랫폼사업팀,하나투어리스트 AICC콜센터 유지보수,2023.04.12,2024.03.31,ITO,"41,580,000",유통영업팀,주식회사 케이티
AI플랫폼사업팀,롯데캐피탈 2023년 STT/TA 유지보수,2023.05.01,2024.04.30,ITO,"33,600,000",금융영업1팀,주식회사 케이티
AI플랫폼사업팀,보이스봇AI Suite 패키지 개발,2023.09.11,2024.02.14,SI,"755,000,000",AI플랫폼사업팀,주식회사 케이티
AI플랫폼사업팀,국민건강보험공단 전국대표번호사업자 AICC 솔루션 납품 사업,2023.08.01,2024.04.30,SI,"2,024,151,504",유통영업팀,주식회사 케이티
AI플랫폼사업팀,kt skylife AICC 구축,2023.10.16,2024.09.13,SI,"1,759,000,000",그룹영업팀,주식회사 케이티
AI플랫폼사업팀,kt skylife AICC 구축 S/W 공급,2023.10.23,2024.09.13,IT 자산공급,"458,000,000",그룹영업팀,주식회사 케이티
AI플랫폼사업팀,하나카드 AICC 운영업무 계약,2023.12.01,2024.03.31,ITO,"119,412,453",금융영업2팀,주식회사 케이티
AI플랫폼사업팀,신한라이프 AICC 기능개선 및 유지보수,2023.11.13,2024.10.31,ITO,"493,265,000",금융영업1팀,주식회사 케이티
AI플랫폼사업팀,우리은행 AI기반 불완전판매 방지시스템(TTS서버 외) 유지보수,2023.11.16,2024.09.30,ITO,"28,000,000",금융영업2팀,주식회사 케이티
AI플랫폼사업팀,하나증권 대면녹취 시스템 유지보수,2023.12.01,2024.11.30,ITO,"41,636,000",금융영업1팀,(주)하나금융티아이
AI플랫폼사업팀,AI서비스 운영업무 도급계약,2022.08.26,2023.01.21,SI,"56,500,000",AI플랫폼사업팀,주식회사 케이티
AI플랫폼사업팀,2022년 롯데캐피탈 STT/TA 유지보수,2022.05.20,2023.04.30,ITO,"10,800,000",AI플랫폼사업팀,주식회사 케이티
AI플랫폼사업팀,22년도 라이나생명 STT/TA 운영 유지보수,2022.01.01,2023.10.31,SI,"215,650,000",AI플랫폼사업팀,주식회사 케이티
AI플랫폼사업팀,한국투자증권 AICC 구축사업 (솔루션) 계약,2022.08.26,2023.06.09,SI,"1,653,610,000",AI플랫폼사업팀,주식회사 케이티
AI플랫폼사업팀,엔에치투자증권 음성데이터 자산화 연동시스템 구축,2022.12.16,2023.04.01,SI,"10,800,000",AI플랫폼사업팀,주식회사 케이티
AI플랫폼사업팀,하나증권 영업점 대면녹취 유지보수 계약,2022.12.01,2023.11.30,ITO,"41,636,000",AI플랫폼사업팀,(주)하나금융티아이
AI플랫폼사업팀,온누리선교재단 2023년 CGNTV 앱 서비스 운영,2023.01.01,2023.12.31,ITO,"150,000,000",AI플랫폼사업팀,재단법인 온누리 선교재단
AI플랫폼사업팀,AIBOT 2.0 EasyCMS 멀티벤더 기능 고도화 개발,2023.01.03,2023.08.31,SI,"100,000,000",AI플랫폼사업팀,주식회사 케이티
AI플랫폼사업팀,AIBOT 3.0 솔루션 고도화 및 패키징 개발,2023.01.03,2023.09.29,SI,"647,000,000",AI플랫폼사업팀,주식회사 케이티
AI플랫폼사업팀,AIBOT 2.0 주소봇 적용 개발,2023.01.03,2023.09.29,SI,"252,500,000",AI플랫폼사업팀,주식회사 케이티
AI플랫폼사업팀,AICC Connect Hub 솔루션 패키지 개발,2022.12.27,2023.11.17,SI,"717,634,000",AI플랫폼사업팀,주식회사 케이티
AI플랫폼사업팀,신한라이프생명보험 NewLife AI 시스템 기능개선 및 운영,2023.01.21,2023.03.31,SI,"151,600,000",금융영업1팀,신한라이프생명보험 주식회사
AI플랫폼사업팀,하나캐피탈 2023년 IT 시스템 종합관리 서비스 이용 계약,2023.01.16,2023.12.31,ITO,"31,092,000",금융영업1팀,(주)하나금융티아이
AI플랫폼사업팀,Knowledge Extractor 개발,2023.05.02,2023.11.30,SI,"180,000,000",AI플랫폼사업팀,주식회사 케이티
AI플랫폼사업팀,중계서버 개발,2023.05.02,2023.08.04,SI,"160,000,000",AI플랫폼사업팀,주식회사 케이티
AI플랫폼사업팀,신한금융그룹 공통 AI컨택센터 플랫폼 구축을 위한 콜인프라 및 대응개발,2023.05.23,2023.12.22,SI,"353,750,000",금융영업1팀,주식회사 라피치
AICC딜리버리팀,현대홈쇼핑 AICC 시스템 구축_ktds,2022.02.11,2023.01.23,SI,"468,000,000",전략영업팀,주식회사 케이티
AICC딜리버리팀,현대홈쇼핑 AICC 시스템 구축,2022.03.31,2023.01.23,SI,"2,135,600,000",전략영업팀,주식회사 케이티
AWS기술팀,대내외 AWS 기술지원 수행 및 사업 대응을 위한 AWS 사용료 예산,2023.08.01,2023.12.31,SI,,AWS기술팀,주식회사 케이티
B2B CRM팀,2023년 B2B웹사이트 연간운영 및 유지보수(개발부분),2023.01.06,2023.12.31,ITO,"267,500,000",B2B CRM팀,주식회사 케이티
B2C CRM팀,Siebel 장애영향도 최소화를 위한 CI 선 TR,2023.11.30,2024.11.30,SI,"1,473,000,000",B2C CRM팀,주식회사 케이티
B2C CRM팀,온라인캠페인 AI 도입,2022.11.22,2023.04.30,SI,"97,000,000",B2C CRM팀,주식회사 케이티
B2C CRM팀,제휴 CRM 인프라 개선 및 모니터링,2022.12.23,2023.05.31,SI,"218,000,000",B2C CRM팀,주식회사 케이티
B2C CRM팀,AI콜매핑 전국확대 1단계,2023.07.06,2023.10.31,SI,"370,000,000",B2C CRM팀,주식회사 케이티
B2C CRM팀,AI 콜매핑 전국확대 2단계 (CRM),2023.10.27,2023.12.20,SI,"185,000,000",B2C CRM팀,주식회사 케이티
BizDX개발팀,kt estate 2023년도 IT 유지보수_ONE 운영,2023.03.01,2024.02.29,ITO,"485,700,000",그룹영업팀,(주)케이티에스테이트
BizDX개발팀,kt estate 2023년도 IT 유지보수_ERP 운영,2023.03.01,2024.02.29,ITO,"448,400,000",그룹영업팀,(주)케이티에스테이트
BizDX개발팀,kt estate 2023년도 IT 유지보수_EPS BIS 운영,2023.03.01,2024.02.29,ITO,"191,600,000",그룹영업팀,(주)케이티에스테이트
BizDX개발팀,kt estate 2023년도 IT 유지보수_통합개발,2023.03.01,2024.03.04,ITO,"433,790,000",그룹영업팀,(주)케이티에스테이트
BizDX개발팀,2023년 계약업무 DX화를 위한 SRM고도화,2023.12.25,2024.07.31,SI,"186,300,000",BizDX개발팀,주식회사 케이티
BizDX개발팀,2023년 파트너사 안전보건 관리체계 강화를 위한 SCM시스템 고도화,2023.12.25,2024.09.30,SI,"520,000,000",BizDX개발팀,주식회사 케이티
BizDX개발팀,통신회계시스템 정부고시 정합성 개선,2023.12.29,2024.05.31,IT컨설팅,"128,000,000",BizDX개발팀,주식회사 케이티
BizDX개발팀,kt estate 2022년도 IT 유지보수 용역 (EPS BIS 운영),2022.03.01,2023.02.28,ITO,"182,480,000",그룹영업팀,(주)케이티에스테이트
BizDX개발팀,kt estate 2022년도 IT 유지보수 용역 (통합개발),2022.03.01,2023.02.28,ITO,"346,990,000",그룹영업팀,(주)케이티에스테이트
BizDX개발팀,kt estate 2022년도 IT 유지보수 용역 (ONE 운영),2022.03.01,2023.02.28,ITO,"462,590,000",그룹영업팀,(주)케이티에스테이트
BizDX개발팀,kt estate 2022년도 IT 유지보수 용역 (ERP 운영),2022.03.01,2023.02.28,ITO,"427,080,000",그룹영업팀,(주)케이티에스테이트
BizDX개발팀,안전보건관리 시스템 고도화,2022.03.21,2023.02.28,SI,"387,922,000",BizDX개발팀,주식회사 케이티
BizDX개발팀,대가지급/서면발급 이슈 해소를 위한 SRM시스템 개선,2022.12.01,2023.03.31,SI,"29,500,000",BizDX개발팀,주식회사 케이티
BizDX개발팀,kt cloud 전자구매 시스템 구축,2022.11.07,2023.07.06,SI,"1,530,000,000",그룹영업팀,(주)케이티클라우드
BizDX개발팀,관리감독자 안전관리 시스템 구축,2022.12.30,2023.05.31,SI,"233,000,000",BizDX개발팀,주식회사 케이티
BizDX개발팀,그룹경영시스템(synovation) 리뉴얼 개발,2023.01.06,2023.05.29,SI,"184,000,000",BizDX개발팀,주식회사 케이티
BizDX개발팀,VoIP선택제공 관련 보편적손실금 산정을 위한 회계분리 절차 컨설팅,2023.01.06,2023.05.31,IT컨설팅,"132,900,000",BizDX개발팀,주식회사 케이티
BizDX개발팀,"kt service 북부 2023년도 ERP, 전자결재 유지보수",2023.01.01,2023.12.31,ITO,"59,952,000",그룹영업팀,주식회사 케이티 서비스 북부
BizDX개발팀,"kt service 남부 2023년도 ERP, 전자결재 유지보수",2023.01.01,2023.12.31,ITO,"77,080,000",그룹영업팀,주식회사 케이티서비스남부
BizDX개발팀,kt cloud SRM 시스템 라이선스 추가 구매,2023.08.31,2023.09.30,IT 자산공급,"30,380,000",그룹영업팀,(주)케이티클라우드
BizDX개발팀,kt cloud SRM 시스템 2차 구축,2023.09.04,2023.12.31,SI,"233,200,000",그룹영업팀,(주)케이티클라우드
Cloud매니지드서비스1팀,GS칼텍스 2차 백업 소산 프로젝트 BaaS 서비스_1년차,2022.03.01,2023.02.28,ITO,"64,800,000",전략영업팀,지에스칼텍스
Cloud매니지드서비스1팀,kt estate ONE 시스템 매니지드 및 오픈소스 기술지원,2022.04.01,2023.03.31,ITO,"15,147,000",그룹영업팀,(주)케이티에스테이트
Cloud매니지드서비스2팀,우정사업본부_클라우드기반 인터넷 망분리 서비스 도입 및 운영,2019.12.01,2024.11.30,ITO,"5,627,250,000",공공영업팀,주식회사 케이티
Cloud매니지드서비스2팀,우정사업본부 OS 납품 사업,2020.02.05,2024.11.30,IT 자산공급,"555,000,000",공공영업팀,주식회사 케이티
Cloud사업컨설팅팀,kt sat GNOC Cloud 구축,2020.01.19,2023.01.18,ITO,"64,337,280",그룹영업팀,주식회사 케이티샛
Cloud사업컨설팅팀,스토리위즈 블라이스 서비스 Cloud,2020.04.23,2023.08.31,ITO,"370,166,400",그룹영업팀,주식회사 스토리위즈
Cloud사업컨설팅팀,신영증권 KT Cloud 서비스 제공 및 이용,2020.11.06,2023.11.05,ITO,"640,319,840",금융영업2팀,신영증권(주)
Cloud사업컨설팅팀,kt cs LMS Cloud,2021.01.27,2024.01.26,ITO,"96,369,408",그룹영업팀,(주)케이티씨에스
Cloud사업컨설팅팀,fn이노에듀 SLP4.0 Cloud서비스,2021.02.12,2024.03.30,ITO,"149,866,560",유통영업팀,주식회사 애프앤이노에듀
Cloud사업컨설팅팀,KT Cloud 메이저월드 스포츠예약 매칭시스템_2년차,2022.01.04,2023.01.03,ITO,"4,469,088",그룹영업팀,엠더블유홀딩스 주식회사
Cloud사업컨설팅팀,kt estate 통합관제플랫폼 Cloud 구축 (2022년도),2022.01.10,2023.01.09,ITO,"83,760,000",그룹영업팀,(주)케이티에스테이트
Cloud사업컨설팅팀,케이아이비(KIB) kt클라우드 서비스,2022.03.04,2023.03.03,ITO,"6,494,400",유통영업팀,주식회사 케이아이비
Cloud사업컨설팅팀,아이디스파워텔 영업전산 Cloud 청약_2년차,2022.02.23,2023.02.22,ITO,"293,847,120",그룹영업팀,아이디스파워텔 주식회사
Cloud사업컨설팅팀,kt telecop 모바일 시스템 Cloud 구축 (2022년도),2022.02.01,2023.01.31,ITO,"85,680,000",그룹영업팀,주식회사 케이티텔레캅
Cloud사업컨설팅팀,부머스 국책과제 Cloudpack 청약 3년차,2022.03.30,2023.03.29,ITO,"10,140,288",그룹영업팀,주식회사 부머스
Cloud사업컨설팅팀,경기도말산업협회 승마인관리시스템 cloud 청약_2년차,2022.02.16,2023.02.15,ITO,"15,760,320",전략영업팀,사단법인 경기도말산업협회
Cloud사업컨설팅팀,kt 희망나눔재단 Cloud Ent 구축,2022.01.28,2023.01.27,ITO,"17,500,992",그룹영업팀,(재)케이티그룹희망나눔재단
Cloud사업컨설팅팀,kt NexR 홈페이지 Cloud Ent전환 7년차,2022.04.22,2023.04.21,ITO,"8,400,000",그룹영업팀,(주)케이티넥스알
Cloud사업컨설팅팀,kt cs 홈페이지 Cloud Ent전환_7년차,2022.05.03,2023.05.02,ITO,"43,503,012",그룹영업팀,(주)케이티씨에스
Cloud사업혁신팀,헬스허브 클라우드 서비스,2021.01.28,2024.01.27,ITO,"366,935,040",유통영업팀,(주)헬스허브
Cloud사업혁신팀,kt estate 호텔 스마트 컨시어지 Cloud 구축 (2022년도),2022.01.10,2023.01.09,ITO,"16,512,000",그룹영업팀,(주)케이티에스테이트
Cloud사업혁신팀,코리아리즘 블라이스 스토리 AWS,2022.05.12,2023.05.11,ITO,"25,547,712",그룹영업팀,(주)코리아리즘
CRM사업팀,신한은행 23년도 금융소비자보호 디지털 플랫폼 RPA 라이선스 사용계약,2023.08.01,2024.07.31,IT 자산공급,"5,481,000",CRM사업팀,(주)신한은행
CRM사업팀,신한은행 금융소비자보호 디지털 플랫폼 구축_SW,2022.08.01,2023.07.31,IT 자산공급,"5,481,000",금융영업2팀,(주)신한은행
CRM사업팀,넷마블힐러비 DNA 플랫폼 사이트 추가 개발,2022.09.01,2023.05.31,SI,"998,500,000",전략영업팀,힐러비(주)
CRM사업팀,대외AI교육플랫폼 기능 고도화,2022.12.19,2023.06.18,SI,"669,400,000",CRM사업팀,주식회사 케이티
CRM사업팀,헬스케어 빅데이터 플랫폼 포인트 시스템 구축,2023.07.17,2023.10.16,IT컨설팅,"18,000,000",전략영업팀,재단법인 한국마이크로의료로봇연구원
Digico사업수행팀,Architect Shared Pool 운용(2023년),2023.01.01,2023.12.31,SI,,Digico사업수행팀,주식회사 케이티
Digico사업수행팀,2023년 플랫폼서비스본부 디자인툴 라이센스 구매,2023.10.01,2024.09.30,SI,,Digico사업수행팀,주식회사 케이티
DWP개발팀,2023년 사내시스템 AO운영,2023.01.01,2024.02.29,SI,,DWP개발팀,주식회사 케이티
DWP개발팀,2023년 TEAMS 운영,2023.01.01,2023.12.31,SI,,DWP개발팀,주식회사 케이티
DWP개발팀,2023년 그룹메일2.0 서비스 이용료(AO),2023.01.01,2023.12.31,SI,,DWP개발팀,주식회사 케이티
DWP개발팀,2023년 크로샷 이용료,2023.01.01,2023.12.31,SI,,DWP개발팀,주식회사 케이티
DWP개발팀,ITO업무 효율화 중심의 전자서명 서비스 구축,2023.07.10,2023.12.09,SI,,DWP개발팀,주식회사 케이티
DWP개발팀,kt estate 2023년도 그룹전자결재 유지보수,2023.02.01,2024.01.31,ITO,"25,463,000",그룹영업팀,(주)케이티에스테이트
DWP개발팀,23년 그룹메일2.0 그룹사 ITO,2023.03.01,2024.02.29,ITO,"560,000,000",DWP개발팀,(주)케이티클라우드
DWP개발팀,kt service 북부 2023년도 GWorks-Portal 서비스,2023.09.01,2024.08.31,ITO,"88,400,000",그룹영업팀,주식회사 케이티 서비스 북부
DWP개발팀,2024년 kt동우회 정보시스템 SM운영,2023.11.01,2024.10.31,ITO,"22,440,000",DWP개발팀,사단법인케이티동우회
DWP개발팀,2022년 사내시스템 AO 운영,2022.01.01,2023.02.28,SI,,DWP개발팀,주식회사 케이티
DWP개발팀,2022년 Teams 운영,2022.01.01,2023.02.28,SI,,DWP개발팀,주식회사 케이티
DWP개발팀,22년 그룹메일2.0 그룹사 ITO,2022.01.01,2023.02.28,ITO,"566,793,480",DWP개발팀,(주)케이티클라우드
DWP개발팀,kt estate 그룹전자결재 및 Q-Portal 유지보수 (2022년),2022.02.01,2023.01.31,ITO,"33,000,000",그룹영업팀,(주)케이티에스테이트
DWP개발팀,2023년 kt동우회 정보시스템 SM운영,2022.11.01,2023.10.31,ITO,"22,440,000",DWP개발팀,사단법인케이티동우회
DWP개발팀,2023년 kt submarine 그룹전자결재 서비스 이용,2023.01.01,2023.12.31,ITO,"9,420,000",그룹영업팀,엘에스마린솔루션 주식회사
DWP개발팀,kt cloud 포탈 및 그룹전자결재 서비스 이용 (2023년도),2023.01.01,2023.12.31,ITO,"134,420,000",그룹영업팀,(주)케이티클라우드
DWP개발팀,베이직인터내셔널 DXP솔루션 공급,2023.06.15,2023.08.14,IT 자산공급,"80,000,000",유통영업팀,주식회사 베이직인터내셔널
DWP개발팀,전자인장 관리 시스템 구축,2023.07.01,2023.11.30,SI,"395,000,000",DWP개발팀,주식회사 케이티
DWP개발팀,전자인장 관리 시스템 구축에 따른 솔루션 구매,2023.07.17,2023.11.30,IT 자산공급,"280,516,443",DWP개발팀,주식회사 케이티
DWP개발팀,LDAP AD 시스템 대개체에 따른 솔루션 구매,2023.08.04,2023.10.20,IT 자산공급,"253,468,680",DWP개발팀,주식회사 케이티
DWP개발팀,kt cloud 2023년도 MS 365 EA 갱신,2023.08.31,2023.10.31,IT 자산공급,"282,000,000",그룹영업팀,(주)케이티클라우드
DWP개발팀,LS마린솔루션 kt그룹 전자결재 문서 추출,2023.11.06,2023.12.31,SI,"20,000,000",그룹영업팀,엘에스마린솔루션 주식회사
DX개발팀,신한은행 AI Vision 플랫폼 구축(유지보수),2022.01.01,2025.12.31,ITO,"188,110,870",금융영업1팀,(주)신한디에스
DX개발팀,신한은행 디지털 혁신점포 인공인간 구축 SACP 증설 (유지보수),2022.12.01,2026.11.30,ITO,"342,720,000",금융영업1팀,효성티앤에스(주)
DX개발팀,2023년도 한국자산평가 RPA 라이선스 연장계약,2023.01.13,2024.01.12,IT 자산공급,"19,470,000",금융영업2팀,한국자산평가주식회사
DX개발팀,비씨카드 2023년 로보틱스 운영 라이선스 도입 계약,2023.01.15,2024.01.14,IT 자산공급,"173,636,363",금융영업1팀,비씨카드(주)
